Shop_ID,Nazwa,Nazwa_Spolki,Format_Sklepu,PowSala,PowOgolem,IloscKas,data_wstapienia,data_wystapienia,LiczbaPracownikow,LiczbaUczniow,ProgramMagazynowy,standard_promocji
1210,Sklep 1133,Podkarpacie,F,26,39,6,2024-01-18,,2,1,ILUO,standardowa
1900,Sklep 1134,Północ,E,51,70,3,2009-08-27,,5,1,IdoSell,standardowa
2340,Sklep 1136,Kujawy,F,37,82,2,2015-07-16,,4,0,,standardowa
2371,Sklep 1137,Bjanex,F,26,32,0,2004-06-07,,4,0,Streamsoft,standardowa
3053,Sklep 1140,Kielce,F,40,126,4,2022-08-24,,4,1,IdoSell,standardowa
713,Sklep 1141,Razem,B,315,315,4,2019-03-11,,9,5,ILUO,mini
286,Sklep 1143,Podlasie,D,112,134,1,2017-12-14,2020-05-11,4,3,IdoSell,standardowa
3582,Sklep 1144,Wielkopolska,C,224,271,6,2008-07-31,,6,5,ILUO,mini
3160,Sklep 1145,Małopolska,F,33,58,3,2021-05-07,,4,0,ILUO,
1383,Sklep 1148,Mazowsze,E,77,138,3,2010-01-04,,4,2,ILUO,mini
1305,Sklep 1149,Żory,F,38,49,1,2023-06-03,,4,0,,standardowa
1663,Sklep 1150,Bjanex,F,32,112,1,2012-04-26,,3,2,IdoSell,standardowa
2847,Sklep 1151,Wielkopolska,F,39,71,6,2011-05-30,,2,1,ILUO,standardowa
2965,Sklep 1152,Bjanex,F,43,79,3,2018-05-27,,3,2,Streamsoft,standardowa
3683,Sklep 1153,Północ,F,27,60,4,2005-06-27,2021-12-25,1,2,IdoSell,standardowa
1759,Sklep 1154,Wielkopolska,F,47,62,5,2009-06-18,2017-05-03,2,1,IdoSell,mini
4550,Sklep 1158,Zachód,F,48,68,3,2018-01-11,,2,2,ILUO,mini
1238,Sklep 1160,Kujawy,C,201,231,3,2012-07-29,2021-11-20,6,5,IdoSell,standardowa
1469,Sklep 1161,Północ,B,334,342,1,2005-10-06,,6,6,IdoSell,mini
574,Sklep 1162,Północ,B,299,308,6,2017-05-15,2023-05-21,9,4,ILUO,mini
1898,Sklep 1163,Żory,D,142,147,3,2023-12-18,,6,4,IdoSell,standardowa
1901,Sklep 1164,Kielce,F,37,48,1,2005-02-24,,2,0,IdoSell,standardowa
1903,Sklep 1165,Wielkopolska,E,90,93,3,2022-04-07,,3,2,,standardowa
3354,Sklep 1168,Żory,F,39,54,7,2013-11-28,2023-11-02,3,2,ILUO,mini
4575,Sklep 1169,Bielsko-Biała,F,35,84,7,2012-05-02,,1,2,IdoSell,standardowa
3398,Sklep 1170,Małopolska,C,244,319,4,1999-05-16,,7,3,IdoSell,standardowa
4004,Sklep 1171,Opole,B,308,314,3,2008-03-17,2017-02-26,6,6,Streamsoft,standardowa
2846,Sklep 1172,Kielce,F,37,41,5,2018-02-17,,2,1,ILUO,standardowa
1842,Sklep 1173,Śląsk,E,93,96,5,2014-04-14,2015-05-11,4,2,ILUO,
686,Sklep 1175,Śląsk,A,441,472,7,2012-10-11,,12,6,Posnet Temo,standardowa
3799,Sklep 1177,Kielce,F,31,36,7,2016-02-06,,1,2,ILUO,standardowa
1106,Sklep 1180,Wielkopolska,F,38,39,3,2021-01-29,,1,2,IdoSell,standardowa
1442,Sklep 1181,Kujawy,F,36,87,3,2012-05-20,2014-12-09,2,1,IdoSell,standardowa
1891,Sklep 1183,Mazowsze,F,33,89,2,2019-05-04,,1,1,,brak
2859,Sklep 1184,Podlasie,F,47,49,3,1999-07-06,,2,0,Streamsoft,standardowa
2894,Sklep 1185,Wielkopolska,D,116,128,7,2010-02-16,2017-04-18,7,2,Streamsoft,standardowa
4682,Sklep 1186,Kielce,C,152,189,6,2002-12-24,,8,4,IdoSell,mini
4704,Sklep 1187,Razem,D,137,158,5,2021-02-25,,7,2,IdoSell,standardowa
3574,Sklep 1188,Kielce,B,299,358,5,2019-07-21,,9,4,ILUO,standardowa
4191,Sklep 1191,Żory,D,108,142,4,2017-05-14,,4,2,ILUO,mini
572,Sklep 1192,Żory,A,443,458,9,2006-01-11,,10,4,ILUO,standardowa
3615,Sklep 1193,Podlasie,A,425,482,1,2008-06-02,2019-03-17,11,3,ILUO,standardowa
2178,Sklep 1194,Północ,B,298,345,10,2001-07-24,,10,3,Streamsoft,brak
2407,Sklep 1197,Wielkopolska,F,28,60,6,2017-02-02,2018-06-14,3,1,IdoSell,standardowa
3702,Sklep 1198,Bielsko-Biała,C,163,189,5,2019-07-22,,5,4,IdoSell,standardowa
846,Sklep 1199,Małopolska,F,49,77,6,2023-07-29,,2,2,ILUO,standardowa
586,Sklep 1200,Podkarpacie,F,33,39,1,2016-06-07,2019-09-17,1,0,ILUO,standardowa
707,Sklep 1202,Kujawy,D,117,124,1,2014-04-07,2023-05-31,5,2,ILUO,standardowa
2165,Sklep 1204,Podlasie,E,80,80,6,2010-12-06,,5,2,IdoSell,standardowa
1830,Sklep 1207,Podlasie,F,26,31,4,2009-05-17,,1,0,IdoSell,mini
2868,Sklep 1208,Wielkopolska,B,338,353,3,2014-02-08,,8,4,IdoSell,standardowa
3297,Sklep 1210,Mazowsze,D,149,203,6,2014-11-01,2022-10-13,5,4,IdoSell,standardowa
1989,Sklep 1213,Żory,F,50,95,1,2009-08-07,,1,2,IdoSell,standardowa
2780,Sklep 1214,Kielce,F,37,68,6,2018-10-02,,1,2,,standardowa
2131,Sklep 1216,Śląsk,E,83,122,6,2007-01-11,,2,1,ILUO,mini
1905,Sklep 1217,Podlasie,E,54,59,7,2004-05-29,,4,2,IdoSell,mini
3603,Sklep 1221,Kujawy,F,49,120,4,2000-10-11,,1,2,ILUO,standardowa
4039,Sklep 1222,Mazowsze,F,45,58,5,2006-07-23,2008-07-27,4,0,ILUO,standardowa
4367,Sklep 1223,Małopolska,E,61,61,2,2007-11-01,2009-06-19,4,2,IdoSell,standardowa
4389,Sklep 1226,Śląsk,F,25,39,3,2009-09-15,,1,0,IdoSell,standardowa
3090,Sklep 1228,Północ,E,77,78,3,2019-03-07,,2,1,IdoSell,standardowa
2018,Sklep 1233,Wielkopolska,F,50,55,2,2008-03-22,2021-07-11,4,1,IdoSell,standardowa
1494,Sklep 1234,Opole,C,185,213,1,2012-01-22,2014-09-12,7,4,ILUO,standardowa
2134,Sklep 1235,Wielkopolska,B,314,331,6,2017-07-26,,8,6,IdoSell,standardowa
1433,Sklep 1236,Mazowsze,E,52,76,5,2005-08-09,2022-03-01,3,1,ILUO,standardowa
4156,Sklep 1237,Wielkopolska,F,41,103,2,2015-02-04,,1,2,ILUO,mini
4432,Sklep 1238,Wielkopolska,F,36,44,5,2007-02-21,2008-08-23,2,2,ILUO,standardowa
2723,Sklep 1240,Podlasie,F,41,41,5,2016-09-23,,1,1,IdoSell,standardowa
1044,Sklep 1241,Małopolska,F,29,115,4,2023-07-24,,3,0,ILUO,standardowa
1990,Sklep 1242,Północ,F,33,79,4,2019-10-14,,1,1,,standardowa
1848,Sklep 1245,Razem,D,101,108,4,2002-07-26,2020-07-04,7,3,IdoSell,mini
1849,Sklep 1246,Orbita,F,49,51,4,2015-09-29,,3,2,ILUO,standardowa
1907,Sklep 1247,Podlasie,E,62,111,4,2021-06-30,,2,1,ILUO,mini
2494,Sklep 1248,Śląsk,F,28,35,1,2003-03-17,,4,0,ILUO,standardowa
728,Sklep 1251,Opole,E,68,83,2,2017-09-01,,2,2,,mini
1211,Sklep 1252,Kielce,C,163,174,4,2009-06-08,2013-10-27,7,5,Streamsoft,standardowa
2168,Sklep 1253,Podlasie,B,267,267,6,2001-02-10,2016-11-22,6,6,IdoSell,brak
1691,Sklep 1256,Wielkopolska,E,63,134,4,2023-09-11,,2,2,IdoSell,standardowa
2058,Sklep 1257,Podlasie,E,84,91,3,2009-07-23,,5,1,ILUO,standardowa
4443,Sklep 1261,Małopolska,F,31,59,2,2001-10-17,,2,2,ILUO,standardowa
3388,Sklep 1263,Bjanex,F,34,46,3,2007-05-10,,4,1,ILUO,standardowa
2001,Sklep 1264,Kujawy,F,32,48,3,2019-05-25,,2,2,IdoSell,mini
2715,Sklep 1266,Śląsk,F,25,34,1,2015-06-04,,2,1,IdoSell,mini
1045,Sklep 1267,Orbita,E,68,114,1,2009-03-05,,3,2,IdoSell,mini
714,Sklep 1269,Podkarpacie,B,262,262,5,2001-09-29,,8,5,ILUO,brak
2211,Sklep 1270,Podlasie,B,301,311,0,2010-03-13,2011-03-19,10,5,ILUO,standardowa
2212,Sklep 1271,Razem,E,79,89,4,2001-03-07,,4,2,ILUO,brak
2547,Sklep 1272,Kielce,F,26,42,5,2017-03-16,,3,1,,mini
4347,Sklep 1274,Bjanex,B,340,423,4,2019-02-09,,6,4,,standardowa
2162,Sklep 1278,Podkarpacie,F,34,87,3,2001-03-23,,1,1,,standardowa
4169,Sklep 1281,Podkarpacie,F,39,58,6,2001-11-22,,4,2,ILUO,standardowa
1233,Sklep 1282,Śląsk,C,224,227,2,2018-12-25,,7,2,IdoSell,standardowa
3676,Sklep 1283,Żory,F,42,75,5,2004-02-09,,1,0,ILUO,standardowa
1831,Sklep 1284,Wielkopolska,A,393,418,3,2010-02-19,,10,4,IdoSell,standardowa
2409,Sklep 1285,Mazowsze,B,299,316,9,2010-03-22,,10,5,IdoSell,standardowa
2023,Sklep 1287,Razem,F,50,61,6,2002-11-22,,4,2,IdoSell,mini
2411,Sklep 1288,Mazowsze,D,138,145,7,2017-12-20,,7,4,IdoSell,standardowa
2003,Sklep 1290,Bielsko-Biała,F,25,38,2,2020-06-12,,3,1,,standardowa
1493,Sklep 1292,Kielce,B,321,321,3,2022-05-19,,9,4,ILUO,standardowa
1610,Sklep 1293,Opole,E,60,73,5,2002-05-10,2017-06-30,3,2,Streamsoft,mini
1911,Sklep 1294,Wielkopolska,A,379,398,3,2003-08-28,2016-12-04,10,3,ILUO,standardowa
4501,Sklep 1298,Bjanex,E,87,101,6,2005-09-25,,4,2,ILUO,standardowa
3725,Sklep 1302,Podlasie,D,141,195,2,2000-07-31,,4,4,ILUO,standardowa
4461,Sklep 1304,Wielkopolska,E,86,92,4,2002-11-11,,3,1,ILUO,standardowa
170,Sklep 1305,Orbita,F,30,77,0,2023-06-11,,4,1,IdoSell,mini
4170,Sklep 1308,Małopolska,F,36,57,3,2000-06-12,2019-04-03,2,1,ILUO,standardowa
3927,Sklep 1309,Małopolska,D,145,146,5,2012-06-11,,5,3,Streamsoft,mini
2405,Sklep 1311,Podlasie,F,38,63,7,2020-04-09,,2,0,IdoSell,standardowa
3911,Sklep 1317,Razem,E,89,158,5,2004-02-14,,3,2,Streamsoft,standardowa
1212,Sklep 1318,Wielkopolska,E,59,61,2,2020-10-13,,4,1,ILUO,standardowa
1058,Sklep 1319,Orbita,F,43,47,6,2019-08-13,,4,2,IdoSell,mini
3390,Sklep 1322,Małopolska,F,37,55,4,2004-06-14,2018-12-10,2,0,,standardowa
2519,Sklep 1323,Żory,F,35,84,4,2022-02-07,,1,0,Streamsoft,standardowa
1997,Sklep 1325,Kujawy,F,31,37,3,2008-12-08,,3,2,IdoSell,standardowa
1994,Sklep 1326,Mazowsze,F,34,34,6,2015-05-04,2016-08-05,3,0,IdoSell,mini
4235,Sklep 1329,Mazowsze,B,327,334,4,2016-11-15,,10,5,ILUO,mini
4242,Sklep 1330,Kujawy,E,96,119,4,2011-01-14,,4,2,ILUO,standardowa
174,Sklep 1331,Kujawy,B,309,326,3,2002-08-16,,7,4,IdoSell,standardowa
1999,Sklep 1332,Orbita,F,38,73,6,2002-05-29,,4,1,IdoSell,standardowa
3225,Sklep 1334,Opole,D,126,148,6,2014-08-17,,4,2,ILUO,standardowa
4525,Sklep 1336,Bielsko-Biała,F,37,78,3,2008-03-10,2010-04-26,1,2,IdoSell,standardowa
2598,Sklep 1340,Orbita,E,66,102,2,2005-02-22,2009-12-15,5,1,,brak
1908,Sklep 1342,Śląsk,E,97,125,2,2010-02-02,2017-02-10,2,1,IdoSell,standardowa
3656,Sklep 1344,Wielkopolska,F,44,94,5,2018-01-02,,1,1,,standardowa
3591,Sklep 1345,Mazowsze,F,30,61,4,2009-07-19,,1,1,ILUO,standardowa
2777,Sklep 1346,Opole,F,33,35,4,2012-12-21,2020-02-18,4,1,IdoSell,standardowa
2084,Sklep 1350,Wielkopolska,E,82,97,5,2022-12-27,,4,1,IdoSell,mini
2270,Sklep 1352,Kielce,F,41,106,6,2020-11-23,,1,0,ILUO,standardowa
1169,Sklep 1353,Mazowsze,F,31,58,6,2013-01-21,,4,1,IdoSell,mini
1790,Sklep 1354,Kujawy,E,98,109,7,2009-08-16,2012-02-08,3,2,IdoSell,standardowa
1791,Sklep 1355,Północ,E,95,133,3,2022-02-18,,3,2,IdoSell,standardowa
2503,Sklep 1356,Wielkopolska,D,148,195,0,2017-12-25,,6,4,IdoSell,standardowa
4392,Sklep 1358,Kujawy,F,49,87,7,2011-08-16,2021-05-21,1,0,IdoSell,standardowa
718,Sklep 1359,Kujawy,E,78,86,6,2001-07-11,,5,2,ILUO,standardowa
1231,Sklep 1360,Kujawy,D,128,144,6,2017-09-04,,8,3,IdoSell,standardowa
3755,Sklep 1361,Wielkopolska,D,103,123,6,2004-07-14,,8,2,IdoSell,mini
1232,Sklep 1364,Małopolska,F,25,95,5,2004-03-25,2014-01-30,3,2,IdoSell,standardowa
1069,Sklep 1365,Razem,F,31,84,5,2006-04-03,,3,2,IdoSell,mini
1644,Sklep 1368,Opole,C,180,217,6,2006-05-25,2022-09-09,8,2,IdoSell,standardowa
3224,Sklep 1369,Śląsk,D,128,198,4,2009-09-30,2015-01-16,7,3,ILUO,standardowa
364,Sklep 1370,Północ,F,44,61,3,2001-01-03,2014-01-29,4,0,ILUO,standardowa
467,Sklep 1371,Kielce,F,45,89,4,2002-01-23,2011-05-01,3,1,IdoSell,mini
642,Sklep 1372,Małopolska,D,132,132,2,2023-09-14,,7,3,IdoSell,standardowa
2005,Sklep 1373,Opole,F,37,65,5,2011-05-18,2016-10-06,3,0,IdoSell,mini
653,Sklep 1374,Razem,D,141,151,3,2009-04-25,2013-12-19,7,3,IdoSell,standardowa
2031,Sklep 1375,Kielce,D,137,143,5,2017-05-02,,8,2,IdoSell,standardowa
211,Sklep 1379,Mazowsze,F,35,47,3,2022-06-16,,2,0,Posnet Temo,standardowa
217,Sklep 1381,Śląsk,D,108,108,6,2011-04-17,,6,4,Posnet Temo,
2716,Sklep 1383,Małopolska,F,49,85,4,2018-05-27,,1,0,Posnet Temo,mini
3849,Sklep 1385,Mazowsze,B,309,309,4,2000-07-16,,10,4,ILUO,standardowa
3851,Sklep 1386,Wielkopolska,C,243,268,5,2010-10-11,,7,2,ILUO,mini
3892,Sklep 1387,Kielce,F,41,103,2,2006-12-04,2017-05-18,1,0,Streamsoft,standardowa
2436,Sklep 1388,Kujawy,D,132,132,7,2018-09-20,,4,3,IdoSell,standardowa
584,Sklep 1389,Śląsk,F,46,101,4,1999-05-28,,2,0,Streamsoft,standardowa
2059,Sklep 1393,Kielce,E,58,97,6,2023-03-30,,5,2,ILUO,standardowa
4163,Sklep 1394,Bjanex,F,39,42,2,2016-12-11,,3,0,ILUO,standardowa
2730,Sklep 1398,Bjanex,E,95,99,3,2017-11-08,,4,1,IdoSell,standardowa
3607,Sklep 1400,Kujawy,D,146,178,7,2011-01-19,,4,3,ILUO,standardowa
2004,Sklep 1403,Śląsk,E,74,77,6,2008-04-02,2023-08-06,3,2,IdoSell,standardowa
219,Sklep 1404,Małopolska,D,147,194,3,2023-08-13,,8,4,IdoSell,standardowa
224,Sklep 1405,Podlasie,E,96,125,2,2012-04-12,2014-06-26,3,1,,standardowa
2341,Sklep 1406,Małopolska,C,172,266,5,1999-09-05,,8,5,Streamsoft,standardowa
4394,Sklep 1407,Żory,E,69,70,3,2021-01-23,,3,2,IdoSell,brak
4410,Sklep 1408,Kielce,C,203,228,2,2016-08-27,,5,2,IdoSell,standardowa
1198,Sklep 1409,Mazowsze,F,34,36,2,2021-08-12,,1,2,IdoSell,mini
698,Sklep 1410,Północ,A,448,451,5,2011-06-10,2018-11-26,9,3,ILUO,standardowa
4183,Sklep 1412,Żory,E,54,76,3,2004-03-01,,4,2,Streamsoft,mini
625,Sklep 1413,Wielkopolska,F,35,92,5,2023-07-04,,3,1,IdoSell,standardowa
1991,Sklep 1414,Podlasie,F,32,51,2,2003-09-14,,3,0,Streamsoft,standardowa
3278,Sklep 1415,Opole,E,59,73,1,2006-11-27,,5,1,IdoSell,standardowa
711,Sklep 1417,Opole,E,98,130,2,2000-05-11,,2,2,ILUO,standardowa
3957,Sklep 1421,Małopolska,D,122,145,5,2016-11-10,,8,3,Streamsoft,standardowa
1711,Sklep 1422,Orbita,B,307,335,5,2012-03-07,2021-10-30,9,4,ILUO,standardowa
1794,Sklep 1423,Kielce,B,322,393,3,2023-10-05,,6,5,IdoSell,mini
2164,Sklep 1426,Małopolska,B,338,422,3,2016-04-30,,6,6,IdoSell,standardowa
4106,Sklep 1428,Wielkopolska,D,136,136,2,2000-12-15,2020-04-02,8,4,ILUO,standardowa
4146,Sklep 1429,Podlasie,E,81,103,3,2004-03-03,,3,1,ILUO,standardowa
3623,Sklep 1431,Bielsko-Biała,E,51,60,0,2004-09-15,,2,2,ILUO,standardowa
3898,Sklep 1432,Śląsk,F,32,70,4,2019-01-31,,3,0,ILUO,standardowa
3899,Sklep 1433,Kujawy,E,51,94,5,2008-08-26,2022-03-20,2,1,ILUO,standardowa
1239,Sklep 1434,Kujawy,F,29,92,4,2000-01-24,,1,0,IdoSell,standardowa
1283,Sklep 1435,Podlasie,E,61,96,7,2000-05-18,,2,1,IdoSell,standardowa
4383,Sklep 1437,Podkarpacie,F,34,62,2,2017-10-16,,4,1,IdoSell,mini
1268,Sklep 1438,Bielsko-Biała,F,36,112,7,2009-03-19,,4,0,IdoSell,standardowa
4500,Sklep 1439,Podlasie,D,130,155,4,2017-10-01,,6,4,ILUO,mini
220,Sklep 1441,Orbita,B,324,343,4,2000-01-15,2010-06-06,8,6,IdoSell,standardowa
221,Sklep 1442,Zachód,D,122,159,4,2021-08-09,,6,3,IdoSell,standardowa
1276,Sklep 1443,Bjanex,C,158,183,4,2018-12-17,,7,3,Streamsoft,standardowa
1838,Sklep 1444,Wielkopolska,F,35,71,2,2018-12-09,,4,0,IdoSell,standardowa
3696,Sklep 1453,Orbita,E,65,65,5,2018-12-20,,5,2,IdoSell,standardowa
4583,Sklep 1455,Wielkopolska,C,156,165,6,2019-03-22,,8,2,IdoSell,standardowa
3928,Sklep 1456,Orbita,F,30,49,5,2011-03-28,,4,2,Streamsoft,standardowa
1257,Sklep 1457,Śląsk,D,136,186,4,2000-06-22,2018-12-14,7,2,Streamsoft,standardowa
634,Sklep 1458,Żory,B,316,358,7,2020-10-22,,6,4,ILUO,standardowa
1156,Sklep 1460,Żory,F,35,43,3,2021-03-18,,2,1,IdoSell,standardowa
3692,Sklep 1463,Śląsk,D,146,162,5,2002-08-17,,8,3,IdoSell,standardowa
4382,Sklep 1466,Wielkopolska,F,25,64,4,2012-05-17,2018-08-10,3,0,,mini
4393,Sklep 1467,Śląsk,F,37,38,2,2015-04-22,,3,1,IdoSell,standardowa
640,Sklep 1469,Północ,F,45,106,6,2006-04-09,2010-04-08,3,0,ILUO,standardowa
2969,Sklep 1470,Mazowsze,B,301,339,5,2019-04-03,,8,6,IdoSell,standardowa
2025,Sklep 1473,Północ,F,49,76,6,2000-03-04,,1,1,IdoSell,standardowa
3262,Sklep 1474,Bjanex,E,82,143,4,2017-05-19,,5,1,Streamsoft,standardowa
225,Sklep 1475,Kujawy,E,63,66,2,2012-03-19,,3,2,Streamsoft,standardowa
1281,Sklep 1476,Bielsko-Biała,D,105,137,6,2023-11-16,,6,4,IdoSell,mini
3535,Sklep 1481,Razem,D,128,159,6,2018-06-01,,5,3,IdoSell,standardowa
3218,Sklep 1489,Razem,D,109,126,7,2007-11-26,2017-02-03,6,2,ILUO,standardowa
4453,Sklep 1490,Bielsko-Biała,D,145,177,7,2015-03-27,,5,3,ILUO,standardowa
2083,Sklep 1492,Orbita,F,41,44,7,2000-07-09,,2,2,ILUO,standardowa
226,Sklep 1493,Bielsko-Biała,F,43,46,3,2021-03-10,,3,2,,mini
227,Sklep 1494,Mazowsze,F,39,83,6,2005-11-11,2010-02-11,1,1,IdoSell,standardowa
4721,Sklep 1498,Małopolska,B,272,300,5,2000-05-20,,9,5,IdoSell,mini
1593,Sklep 1499,Mazowsze,E,65,129,7,2003-12-23,,4,2,IdoSell,mini
4361,Sklep 1500,Wielkopolska,F,25,88,7,1999-06-14,2019-08-11,3,2,IdoSell,mini
3882,Sklep 1501,Orbita,D,127,138,5,2013-03-28,2014-04-15,5,4,Streamsoft,standardowa
4143,Sklep 1502,Razem,E,54,56,5,2012-12-06,,5,2,ILUO,standardowa
730,Sklep 1503,Podlasie,D,108,122,8,2003-01-29,,6,4,IdoSell,standardowa
4554,Sklep 1505,Śląsk,F,34,85,3,2019-07-23,,2,1,ILUO,standardowa
607,Sklep 1506,Opole,E,66,86,5,2006-07-22,2009-10-12,2,1,IdoSell,standardowa
622,Sklep 1507,Podlasie,F,39,41,4,2011-07-12,,3,1,IdoSell,standardowa
420,Sklep 1509,Bielsko-Biała,F,49,68,6,2020-07-07,,1,2,IdoSell,brak
731,Sklep 1512,Razem,F,36,50,4,2000-07-28,,1,1,IdoSell,standardowa
2501,Sklep 1513,Północ,B,295,377,7,2009-01-16,2021-03-08,8,3,IdoSell,standardowa
732,Sklep 1515,Mazowsze,E,79,106,5,2005-09-17,2017-05-21,3,1,IdoSell,standardowa
3698,Sklep 1516,Kielce,F,29,31,6,2004-02-07,,4,2,IdoSell,standardowa
2193,Sklep 1519,Wielkopolska,D,118,144,4,2021-04-30,,7,4,ILUO,standardowa
3175,Sklep 1520,Mazowsze,D,118,158,6,2016-09-11,,8,4,ILUO,standardowa
629,Sklep 1522,Kielce,F,41,50,2,2017-11-06,,4,0,IdoSell,standardowa
3545,Sklep 1523,Podlasie,D,108,149,3,2005-05-25,,8,2,ILUO,standardowa
2030,Sklep 1525,Wielkopolska,F,30,53,1,2011-07-28,,3,1,,standardowa
1328,Sklep 1527,Wielkopolska,F,28,87,2,2023-03-11,,3,1,IdoSell,standardowa
2485,Sklep 1529,Wielkopolska,E,63,150,4,2001-04-08,2015-07-24,2,1,IdoSell,standardowa
4724,Sklep 1530,Bielsko-Biała,D,111,126,4,2022-11-16,,6,4,IdoSell,standardowa
2822,Sklep 1532,Razem,D,138,204,8,2005-11-18,,6,2,ILUO,standardowa
2446,Sklep 1533,Bielsko-Biała,F,31,83,6,1999-07-25,2017-07-19,3,2,,mini
679,Sklep 1534,Małopolska,D,129,147,3,2010-01-14,,8,2,ILUO,mini
4153,Sklep 1535,Mazowsze,F,25,72,5,2019-11-19,,4,2,ILUO,standardowa
180,Sklep 1536,Kielce,F,29,101,5,2001-04-17,,2,1,IdoSell,standardowa
2454,Sklep 1537,Kujawy,C,159,169,1,2007-10-04,,8,5,,standardowa
1574,Sklep 1538,Północ,F,35,43,0,2013-04-28,,1,2,IdoSell,standardowa
3452,Sklep 1540,Kielce,F,48,63,3,2021-12-13,,4,1,,standardowa
3353,Sklep 1541,Kujawy,C,196,248,4,2010-04-21,,8,4,IdoSell,standardowa
605,Sklep 1542,Zachód,A,434,473,2,2019-08-13,,10,3,IdoSell,standardowa
1587,Sklep 1543,Małopolska,C,157,206,6,2004-09-25,,5,2,IdoSell,standardowa
1916,Sklep 1544,Podlasie,C,217,218,6,2002-05-18,2021-05-11,8,2,IdoSell,standardowa
2238,Sklep 1545,Orbita,A,443,443,2,2006-09-04,2022-11-18,11,4,ILUO,standardowa
3706,Sklep 1546,Mazowsze,F,37,41,5,2007-10-05,,1,1,ILUO,brak
3151,Sklep 1548,Kujawy,C,182,213,4,2016-05-21,,7,2,ILUO,standardowa
3217,Sklep 1549,Wielkopolska,E,94,128,4,2017-12-04,,5,2,,standardowa
4456,Sklep 1550,Podkarpacie,B,350,354,7,2008-08-28,2015-05-03,6,6,ILUO,brak
2843,Sklep 1553,Wielkopolska,F,37,103,2,2010-01-28,,2,1,,standardowa
3173,Sklep 1556,Kielce,E,53,76,6,2017-11-11,2020-12-30,4,1,ILUO,standardowa
189,Sklep 1557,Wielkopolska,D,121,158,4,2013-02-23,2020-06-24,8,3,IdoSell,standardowa
677,Sklep 1558,Śląsk,C,236,253,5,1999-06-28,,6,2,ILUO,mini
4632,Sklep 1559,Opole,E,54,82,6,2009-02-19,2013-01-21,5,2,ILUO,standardowa
190,Sklep 1560,Małopolska,E,71,76,3,2004-02-23,,3,2,Streamsoft,standardowa
191,Sklep 1563,Żory,D,120,211,7,2000-09-25,2023-05-06,8,3,IdoSell,standardowa
2882,Sklep 1565,Śląsk,A,432,496,6,2020-05-26,,12,5,IdoSell,mini
1747,Sklep 1567,Razem,F,47,49,3,2012-10-20,2014-05-22,2,0,IdoSell,standardowa
193,Sklep 1568,Śląsk,F,27,34,2,2021-09-20,,1,2,,mini
194,Sklep 1569,Wielkopolska,F,39,41,4,1999-05-18,,2,0,,standardowa
1396,Sklep 1570,Kielce,B,272,293,6,2014-07-21,,6,6,IdoSell,mini
1600,Sklep 1571,Podkarpacie,F,29,47,4,2001-06-04,,1,2,IdoSell,standardowa
2788,Sklep 1572,Mazowsze,F,38,82,3,2003-10-27,,4,2,Streamsoft,mini
733,Sklep 1574,Opole,F,30,62,2,2001-07-14,,3,2,Streamsoft,brak
1199,Sklep 1575,Mazowsze,D,138,194,5,2021-08-28,,6,2,IdoSell,standardowa
3040,Sklep 1576,Śląsk,F,28,56,2,2001-07-20,,2,2,Streamsoft,standardowa
734,Sklep 1578,Wielkopolska,F,33,36,2,2021-09-22,,2,2,IdoSell,mini
3671,Sklep 1579,Kujawy,E,59,90,0,2001-03-24,2022-12-10,2,2,IdoSell,mini
712,Sklep 1583,Północ,C,161,237,5,2013-11-19,2018-01-11,5,4,ILUO,standardowa
2645,Sklep 1584,Mazowsze,C,200,212,4,2015-11-29,2018-12-23,8,4,ILUO,standardowa
4162,Sklep 1586,Podlasie,B,342,356,2,2023-05-13,,9,6,ILUO,standardowa
3684,Sklep 1587,Kujawy,F,32,33,4,2003-12-08,,2,0,Streamsoft,standardowa
1399,Sklep 1589,Podkarpacie,F,30,61,5,2011-09-02,2016-08-18,4,2,IdoSell,standardowa
4137,Sklep 1590,Opole,D,120,122,3,2003-10-15,,5,4,ILUO,standardowa
3967,Sklep 1591,Opole,F,25,31,5,2010-02-13,,3,1,Streamsoft,brak
1278,Sklep 1593,Zachód,F,42,109,4,2007-01-21,,2,1,IdoSell,mini
1591,Sklep 1594,Mazowsze,C,246,255,5,2008-03-12,,8,5,IdoSell,standardowa
1727,Sklep 1595,Kielce,D,121,129,7,2014-10-19,,8,3,IdoSell,standardowa
2009,Sklep 1596,Opole,F,33,55,4,2005-05-27,,3,2,IdoSell,standardowa
2043,Sklep 1597,Mazowsze,F,43,94,6,2015-10-01,,4,1,IdoSell,standardowa
4090,Sklep 1602,Kielce,C,160,177,6,2018-10-11,,6,4,IdoSell,standardowa
4096,Sklep 1603,Kujawy,E,51,85,3,1999-07-06,,4,2,IdoSell,standardowa
4100,Sklep 1604,Orbita,A,372,375,5,2023-08-07,,11,2,IdoSell,standardowa
735,Sklep 1607,Śląsk,D,149,152,4,2021-07-10,2023-01-10,8,2,IdoSell,mini
1074,Sklep 1610,Podkarpacie,C,218,218,7,2020-01-24,,6,5,IdoSell,mini
689,Sklep 1611,Kielce,D,111,144,2,2020-07-30,,8,4,ILUO,standardowa
4611,Sklep 1612,Podkarpacie,C,210,231,5,2015-03-01,,7,2,IdoSell,standardowa
